"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"British Columbia",1874-01-22,"General","3","Cariboo","Thompson, Joshua Spencer","Thompson","Joshua","Spencer","Man","Journalist","Liberal-Conservative","Elected",192
"British Columbia",1874-01-22,"General","3","Cariboo","Walker, S.","Walker","S.",NA,"Man",NA,"Unknown","Defeated",40
"British Columbia",1874-01-22,"General","3","New Westminster","Cunningham, James","Cunningham","James",NA,"Man","Merchant","Liberal Party of Canada","Elected",162
"British Columbia",1874-01-22,"General","3","New Westminster","Homer, Joshua Attwood Reynolds","Homer","Joshua","Attwood Reynolds","Man","Commission merchant","Liberal-Conservative","Defeated",142
"British Columbia",1874-01-22,"General","3","Vancouver","Bunster, Arthur","Bunster","Arthur",NA,"Man","Miller","Liberal Party of Canada","Elected",209
"British Columbia",1874-01-22,"General","3","Vancouver","Anderson, A.C.","Anderson","A.C.",NA,"Man",NA,"Unknown","Defeated",84
"British Columbia",1874-01-22,"General","3","Vancouver","Carey, J.W.","Carey","J.W.",NA,"Man",NA,"Unknown","Defeated",37
"British Columbia",1874-01-22,"General","3","Victoria","De Cosmos, Amor","De Cosmos","Amor",NA,"Man","Editor","Liberal Party of Canada","Elected",308
"British Columbia",1874-01-22,"General","3","Victoria","Roscoe, Francis James","Roscoe","Francis","James","Man","Businessman","Independent Liberal","Elected",304
"British Columbia",1874-01-22,"General","3","Victoria","Morton, C.","Morton","C.",NA,"Man",NA,"Unknown","Defeated",299
"British Columbia",1874-01-22,"General","3","Victoria","Harris, T.","Harris","T.",NA,"Man",NA,"Unknown","Defeated",97
"British Columbia",1874-01-22,"General","3","Yale","Dewdney, Edgar","Dewdney","Edgar",NA,"Man","Civil engineer","Conservative (1867-1942)","Elected",89
"British Columbia",1874-01-22,"General","3","Yale","Chisholm, D.","Chisholm","D.",NA,"Man",NA,"Unknown","Defeated",20
"Manitoba",1874-01-22,"General","3","Lisgar","Schultz, John Christian","Schultz","John","Christian","Man","Physician","Conservative (1867-1942)","Elected",285
"Manitoba",1874-01-22,"General","3","Lisgar","Hay, E.H.G.G.","Hay","E.H.G.G.",NA,"Man","Miller","Unknown","Defeated",216
"Manitoba",1874-01-22,"General","3","Marquette","Cunningham, Robert","Cunningham","Robert",NA,"Man","Editor","Liberal Party of Canada","Elected",393
"Manitoba",1874-01-22,"General","3","Marquette","Ryan, Joseph O'Connell","Ryan","Joseph","O'Connell","Man","Barrister","Liberal Party of Canada","Defeated",351
"Manitoba",1874-01-22,"General","3","Provencher","Riel, Louis","Riel","Louis",NA,"Man","Métis leader","Independent","Elected",195
"Manitoba",1874-01-22,"General","3","Provencher","Hamelin, J.","Hamelin","J.",NA,"Man",NA,"Unknown","Defeated",69
"Manitoba",1874-01-22,"General","3","Selkirk","Smith, Donald Alexander","Smith","Donald","Alexander","Man","Hudson's Bay Co. employee","Independent Conservative","Elected",329
"Manitoba",1874-01-22,"General","3","Selkirk","Bannatyne, Andrew Graham Ballenden","Bannatyne","Andrew","Graham Ballenden","Man","Merchant","Liberal Party of Canada","Defeated",225
"New Brunswick",1874-01-22,"General","3","Albert","Wallace, John","Wallace","John",NA,"Man","Farmer","Liberal Party of Canada","Elected",810
"New Brunswick",1874-01-22,"General","3","Albert","Calhoun, (unknown)","Calhoun",NA,NA,"Man",NA,"Unknown","Defeated",760
"New Brunswick",1874-01-22,"General","3","Carleton","Appleby, Stephen Burpee","Appleby","Stephen","Burpee","Man","Lawyer","Liberal Party of Canada","Elected (Acclamation)",0
"New Brunswick",1874-01-22,"General","3","Charlotte","Gillmor, Arthur Hill","Gillmor","Arthur","Hill","Man","Lumberman","Liberal Party of Canada","Elected",1518
"New Brunswick",1874-01-22,"General","3","Charlotte","McAdam, John","McAdam","John",NA,"Man","Lumber merchant","Liberal-Conservative","Defeated",1222
"New Brunswick",1874-01-22,"General","3","Gloucester","Anglin, Timothy Warren","Anglin","Timothy","Warren","Man","Editor","Liberal Party of Canada","Elected (Acclamation)",0
"New Brunswick",1874-01-22,"General","3","Kent","McLeod, George","McLeod","George",NA,"Man","Lumber merchant","Independent","Elected",1570
"New Brunswick",1874-01-22,"General","3","Kent","Renaud, Auguste","Renaud","Auguste",NA,"Man","Farmer","Liberal Party of Canada","Defeated",1072
"New Brunswick",1874-01-22,"General","3","King's","Domville, James","Domville","James",NA,"Man","Merchant","Conservative (1867-1942)","Elected",1651
"New Brunswick",1874-01-22,"General","3","King's","Mccready, J.E.B.","Mccready","J.E.B.",NA,"Man","Journalist","Independent","Defeated",1389
"New Brunswick",1874-01-22,"General","3","Northumberland","Mitchell, Peter","Mitchell","Peter",NA,"Man","Lawyer","Independent","Elected",1312
"New Brunswick",1874-01-22,"General","3","Northumberland","Snowball, Jabez Bunting","Snowball","Jabez","Bunting","Man","Merchant","Unknown","Defeated",820
"New Brunswick",1874-01-22,"General","3","Queen's","Ferris, John","Ferris","John",NA,"Man","Lumber merchant","Liberal Party of Canada","Elected",621
"New Brunswick",1874-01-22,"General","3","Queen's","Coy, Amasa","Coy","Amasa",NA,"Man",NA,"Unknown","Defeated",135
"New Brunswick",1874-01-22,"General","3","Queen's","Wiggins, V.W.","Wiggins","V.W.",NA,"Man",NA,"Unknown","Defeated",30
