"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"British Columbia",1896-06-23,"General","8","Burrard","Maxwell, George Ritchie","Maxwell","George","Ritchie","Man","Presbyterian minister","Liberal Party of Canada","Elected",1512
"British Columbia",1896-06-23,"General","8","Burrard","Cowan, George Henry","Cowan","George","Henry","Man",NA,"Conservative (1867-1942)","Defeated",1214
"British Columbia",1896-06-23,"General","8","Burrard","Bowser, W.J.","Bowser","W.J.",NA,"Man",NA,"Conservative (1867-1942)","Defeated",410
"British Columbia",1896-06-23,"General","8","New Westminster","Morrison, Aulay MacAulay","Morrison","Aulay","MacAulay","Man","Lawyer","Liberal Party of Canada","Elected",1758
"British Columbia",1896-06-23,"General","8","New Westminster","Spinks, William Hosey","Spinks","William","Hosey","Man",NA,"Conservative (1867-1942)","Defeated",1460
"British Columbia",1896-06-23,"General","8","Vancouver","McInnes, William Wallace Burns","McInnes","William","Wallace Burns","Man","Lawyer","Liberal Party of Canada","Elected",1020
"British Columbia",1896-06-23,"General","8","Vancouver","Haslam, Andrew","Haslam","Andrew",NA,"Man",NA,"Conservative (1867-1942)","Defeated",823
"British Columbia",1896-06-23,"General","8","Vancouver","Haggart, James","Haggart","James",NA,"Man",NA,"Conservative (1867-1942)","Defeated",647
"British Columbia",1896-06-23,"General","8","Victoria","Prior, Edward Gawler","Prior","Edward","Gawler","Man","Mining engineer","Conservative (1867-1942)","Elected",1647
"British Columbia",1896-06-23,"General","8","Victoria","Earle, Thomas","Earle","Thomas",NA,"Man","Businessman","Conservative (1867-1942)","Elected",1551
"British Columbia",1896-06-23,"General","8","Victoria","Templeman, William","Templeman","William",NA,"Man",NA,"Liberal Party of Canada","Defeated",1452
"British Columbia",1896-06-23,"General","8","Victoria","Milne, George L.","Milne","George","L.","Man",NA,"Liberal Party of Canada","Defeated",1355
"British Columbia",1896-06-23,"General","8","Yale--Cariboo","Bostock, Hewitt","Bostock","Hewitt",NA,"Man","Lawyer","Liberal Party of Canada","Elected",1824
"British Columbia",1896-06-23,"General","8","Yale--Cariboo","Mara, John Andrew","Mara","John","Andrew","Man",NA,"Conservative (1867-1942)","Defeated",1479
"Manitoba",1896-06-23,"General","8","Brandon","McCarthy, D'Alton","McCarthy","D'Alton",NA,"Man","Lawyer","McCarthyite","Elected",3073
"Manitoba",1896-06-23,"General","8","Brandon","Mcdonald, W.A.","Mcdonald","W.A.",NA,"Man",NA,"Conservative (1867-1942)","Defeated",2738
"Manitoba",1896-06-23,"General","8","Brandon","Postlethwaite, W.","Postlethwaite","W.",NA,"Man",NA,"Patrons of Industry","Defeated",1102
"Manitoba",1896-06-23,"General","8","Lisgar","Richardson, Robert Lorne","Richardson","Robert","Lorne","Man","Editor","Liberal Party of Canada","Elected",2657
"Manitoba",1896-06-23,"General","8","Lisgar","Rogers, Robert","Rogers","Robert",NA,"Man",NA,"Conservative (1867-1942)","Defeated",2603
"Manitoba",1896-06-23,"General","8","Macdonald","Boyd, Nathaniel","Boyd","Nathaniel",NA,"Man","Telegraph operator","Conservative (1867-1942)","Elected",2436
"Manitoba",1896-06-23,"General","8","Macdonald","Rutherford, John Gunion","Rutherford","John","Gunion","Man","Veterinary surgeon","Liberal Party of Canada","Defeated",2038
"Manitoba",1896-06-23,"General","8","Macdonald","Baithwaite, Charles","Baithwaite","Charles",NA,"Man",NA,"Patrons of Industry","Defeated",1259
"Manitoba",1896-06-23,"General","8","Marquette","Roche, William James","Roche","William","James","Man","Physician","Conservative (1867-1942)","Elected",1533
"Manitoba",1896-06-23,"General","8","Marquette","Ashdown, James Henry","Ashdown","James","Henry","Man",NA,"Liberal Party of Canada","Defeated",1466
"Manitoba",1896-06-23,"General","8","Marquette","Marshall, G.A.I.A.","Marshall","G.A.I.A.",NA,"Man",NA,"Patrons of Industry","Defeated",472
"Manitoba",1896-06-23,"General","8","Provencher","LaRivière, Alphonse Alfred Clément","LaRivière","Alphonse","Alfred Clément","Man","Editor","Conservative (1867-1942)","Elected",1476
"Manitoba",1896-06-23,"General","8","Provencher","Walton, George","Walton","George",NA,"Man",NA,"Liberal Party of Canada","Defeated",810
"Manitoba",1896-06-23,"General","8","Selkirk","Macdonell, John Alexander","Macdonell","John","Alexander","Man","Contractor","Liberal Party of Canada","Elected",1713
"Manitoba",1896-06-23,"General","8","Selkirk","Armstrong, Hugh","Armstrong","Hugh",NA,"Man",NA,"Conservative (1867-1942)","Defeated",1712
"Manitoba",1896-06-23,"General","8","Winnipeg","Macdonald, Hugh John","Macdonald","Hugh","John","Man","Lawyer","Liberal-Conservative","Elected",2961
"Manitoba",1896-06-23,"General","8","Winnipeg","Martin, Joseph","Martin","Joseph",NA,"Man","Lawyer","Liberal Party of Canada","Defeated",2835
"New Brunswick",1896-06-23,"General","8","Albert","Lewis, William James","Lewis","William","James","Man","Physician","Independent","Elected",1170
"New Brunswick",1896-06-23,"General","8","Albert","Weldon, Richard Chapman","Weldon","Richard","Chapman","Man","Lawyer","Conservative (1867-1942)","Defeated",927
"New Brunswick",1896-06-23,"General","8","Carleton","Hale, Frederick Harding","Hale","Frederick","Harding","Man","Lumber merchant","Liberal-Conservative","Elected",2667
"New Brunswick",1896-06-23,"General","8","Carleton","Colter, Newton Ramsay","Colter","Newton","Ramsay","Man","Physician","Liberal Party of Canada","Defeated",2261
"New Brunswick",1896-06-23,"General","8","Charlotte","Ganong, Gilbert White","Ganong","Gilbert","White","Man","Teacher","Liberal-Conservative","Elected",2453
"New Brunswick",1896-06-23,"General","8","Charlotte","Gillmor, Arthur Hill","Gillmor","Arthur","Hill","Man","Lumberman","Liberal Party of Canada","Defeated",1981
"New Brunswick",1896-06-23,"General","8","Gloucester","Blanchard, Théotime","Blanchard","Théotime",NA,"Man","Farmer","Conservative (1867-1942)","Elected",1947
"New Brunswick",1896-06-23,"General","8","Gloucester","Turgeon, Onésiphore","Turgeon","Onésiphore",NA,"Man",NA,"Liberal Party of Canada","Defeated",1140
"New Brunswick",1896-06-23,"General","8","Gloucester","Young, Robert","Young","Robert",NA,"Man",NA,"Independent","Defeated",736
"New Brunswick",1896-06-23,"General","8","Kent","McInerney, George Valentine","McInerney","George","Valentine","Man","Lawyer","Conservative (1867-1942)","Elected",2041
"New Brunswick",1896-06-23,"General","8","Kent","LeBlanc, Olivier J.","LeBlanc","Olivier","J.","Man",NA,"Liberal Party of Canada","Defeated",1514
"New Brunswick",1896-06-23,"General","8","King's","Domville, James","Domville","James",NA,"Man","Merchant","Liberal Party of Canada","Elected",2389
"New Brunswick",1896-06-23,"General","8","King's","Morton, F.E.","Morton","F.E.",NA,"Man",NA,"Conservative (1867-1942)","Defeated",1874
"New Brunswick",1896-06-23,"General","8","Northumberland","Robinson, James","Robinson","James",NA,"Man","Merchant","Conservative (1867-1942)","Elected",2225
"New Brunswick",1896-06-23,"General","8","Northumberland","Mitchell, Peter","Mitchell","Peter",NA,"Man","Lawyer","Liberal Party of Canada","Defeated",1718
"New Brunswick",1896-06-23,"General","8","Northumberland","Morrissy, John Veriker","Morrissy","John","Veriker","Man","Merchant","Independent","Defeated",660
"New Brunswick",1896-06-23,"General","8","Restigouche","McAlister, John","McAlister","John",NA,"Man","Lawyer","Liberal-Conservative","Elected",794
