"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1997-06-02,"General","36","Athabasca","Chatters, David Cameron","Chatters","David","Cameron","Man","Farmer","Reform Party of Canada","Elected",14673
"Alberta",1997-06-02,"General","36","Athabasca","Germain, Adam","Germain","Adam",NA,"Man","Lawyer","Liberal Party of Canada","Defeated",8066
"Alberta",1997-06-02,"General","36","Athabasca","McGladdery, Don","McGladdery","Don",NA,"Man","Farmer","Progressive Conservative Party","Defeated",2459
"Alberta",1997-06-02,"General","36","Athabasca","Nelson, Bryan","Nelson","Bryan",NA,"Man","Pipe fitter","New Democratic Party","Defeated",1262
"Alberta",1997-06-02,"General","36","Athabasca","Gregory, Dave","Gregory","Dave",NA,"Man","Professor","Green Party of Canada","Defeated",405
"Alberta",1997-06-02,"General","36","Calgary Centre","Lowther, Eric","Lowther","Eric",NA,"Man","Telecommunications manager","Reform Party of Canada","Elected",19936
"Alberta",1997-06-02,"General","36","Calgary Centre","Longstaff, Bev","Longstaff","Bev",NA,"Woman","City councillor","Liberal Party of Canada","Defeated",16231
"Alberta",1997-06-02,"General","36","Calgary Centre","Gray, Rob","Gray","Rob",NA,"Man","Businessman","Progressive Conservative Party","Defeated",9230
"Alberta",1997-06-02,"General","36","Calgary Centre","Green, Duncan","Green","Duncan",NA,"Man","Instructor","New Democratic Party","Defeated",3011
"Alberta",1997-06-02,"General","36","Calgary Centre","Welling, Andrea","Welling","Andrea",NA,"Woman","Legal research consultant","Green Party of Canada","Defeated",893
"Alberta",1997-06-02,"General","36","Calgary Centre","Shapka, Roni","Shapka","Roni",NA,"Woman","Property manager","Natural Law Party of Canada","Defeated",273
"Alberta",1997-06-02,"General","36","Calgary Centre","Askin, Margaret Peggy","Askin","Margaret","Peggy","Woman","Customer assistance","Marxist-Leninist Party of Canada","Defeated",167
"Alberta",1997-06-02,"General","36","Calgary East","Obhrai, Deepak","Obhrai","Deepak",NA,"Man","Businessman","Reform Party of Canada","Elected",13348
"Alberta",1997-06-02,"General","36","Calgary East","Richard, Roger","Richard","Roger",NA,"Man","Owner, Associated Cabs Ltd","Progressive Conservative Party","Defeated",7306
