"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1957-06-10,"General","23","Acadia","Quelch, Victor","Quelch","Victor",NA,"Man","Retired farmer","Social Credit Party of Canada","Elected",10348
"Alberta",1957-06-10,"General","23","Acadia","Ferguson, Crawford","Ferguson","Crawford",NA,"Man","Barrister","Liberal Party of Canada","Defeated",5825
"Alberta",1957-06-10,"General","23","Acadia","Kent, William R.","Kent","William","R.","Man","Farmer","Progressive Conservative Party","Defeated",1852
"Alberta",1957-06-10,"General","23","Acadia","Mcrae, Stuart","Mcrae","Stuart",NA,"Man","Farmer","Co-operative Commonwealth Federation","Defeated",1520
"Alberta",1957-06-10,"General","23","Athabaska","Dechene, Joseph Miville","Dechene","Joseph","Miville","Man","Retired farmer and agent","Liberal Party of Canada","Elected",7453
"Alberta",1957-06-10,"General","23","Athabaska","Mcphail, Archie A.","Mcphail","Archie","A.","Man","Organizer","Social Credit Party of Canada","Defeated",7029
"Alberta",1957-06-10,"General","23","Athabaska","Shore, Alec","Shore","Alec",NA,"Man","Dental technician","Progressive Conservative Party","Defeated",2116
"Alberta",1957-06-10,"General","23","Athabaska","Svekla, Nicholas W.","Svekla","Nicholas","W.","Man","Teacher","Co-operative Commonwealth Federation","Defeated",1381
"Alberta",1957-06-10,"General","23","Battle River--Camrose","Smith, James Alexander","Smith","James","Alexander","Man","Teacher","Social Credit Party of Canada","Elected",10945
"Alberta",1957-06-10,"General","23","Battle River--Camrose","Heckbert, S. Carl","Heckbert","S.","Carl","Man","Insurance agent","Liberal Party of Canada","Defeated",5523
"Alberta",1957-06-10,"General","23","Battle River--Camrose","Smallwood, Clifford Silas","Smallwood","Clifford","Silas","Man","Farmer","Progressive Conservative Party","Defeated",3808
"Alberta",1957-06-10,"General","23","Battle River--Camrose","Rolseth, Harold","Rolseth","Harold",NA,"Man","Teacher","Co-operative Commonwealth Federation","Defeated",2180
"Alberta",1957-06-10,"General","23","Bow River","Johnston, Charles Edward","Johnston","Charles","Edward","Man","Teacher","Social Credit Party of Canada","Elected",7383
"Alberta",1957-06-10,"General","23","Bow River","Woolliams, Eldon Mattison","Woolliams","Eldon","Mattison","Man","Solicitor","Progressive Conservative Party","Defeated",7039
"Alberta",1957-06-10,"General","23","Bow River","Bates, Arthur Cecil","Bates","Arthur","Cecil","Man","Farmer","Liberal Party of Canada","Defeated",4493
