"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",2000-11-27,"General","37","Athabasca","Chatters, David Cameron","Chatters","David","Cameron","Man","Parliamentarian","Canadian Reform Conservative Alliance","Elected",18775
"Alberta",2000-11-27,"General","37","Athabasca","Cardinal, Harold","Cardinal","Harold",NA,"Man","Student","Liberal Party of Canada","Defeated",9793
"Alberta",2000-11-27,"General","37","Athabasca","Faulkner, Doug","Faulkner","Doug",NA,"Man","Mayor","Progressive Conservative Party","Defeated",4224
"Alberta",2000-11-27,"General","37","Athabasca","Erickson, Alysia","Erickson","Alysia",NA,"Woman","Student","New Democratic Party","Defeated",872
"Alberta",2000-11-27,"General","37","Athabasca","Normore, Reginald","Normore","Reginald",NA,"Man","Student","Marijuana Party","Defeated",469
"Alberta",2000-11-27,"General","37","Athabasca","Scott, Harvey Alex","Scott","Harvey","Alex","Man","Farmer/retired professor","Green Party of Canada","Defeated",345
"Alberta",2000-11-27,"General","37","Calgary Centre","Clark, Charles Joseph","Clark","Charles","Joseph","Man","Parliamentarian","Progressive Conservative Party","Elected",26358
"Alberta",2000-11-27,"General","37","Calgary Centre","Lowther, Eric","Lowther","Eric",NA,"Man","Sales manager","Canadian Reform Conservative Alliance","Defeated",22054
"Alberta",2000-11-27,"General","37","Calgary Centre","Levy, Joanne","Levy","Joanne",NA,"Woman","Broadcaster","Liberal Party of Canada","Defeated",5630
"Alberta",2000-11-27,"General","37","Calgary Centre","LePan, Don","LePan","Don",NA,"Man","Book publisher","New Democratic Party","Defeated",1604
"Alberta",2000-11-27,"General","37","Calgary Centre","Alvarez-Toye, Michael","Alvarez-Toye","Michael",NA,"Man","Artist","Green Party of Canada","Defeated",1170
"Alberta",2000-11-27,"General","37","Calgary Centre","Smith, Beverley","Smith","Beverley",NA,"Woman","Writer, tutor","Independent","Defeated",293
"Alberta",2000-11-27,"General","37","Calgary Centre","Askin, Margaret Peggy","Askin","Margaret","Peggy","Woman","Communications service rep","Marxist-Leninist Party of Canada","Defeated",133
"Alberta",2000-11-27,"General","37","Calgary East","Obhrai, Deepak","Obhrai","Deepak",NA,"Man","Parliamentarian","Canadian Reform Conservative Alliance","Elected",18141
"Alberta",2000-11-27,"General","37","Calgary East","Perras, Doug","Perras","Doug",NA,"Man","Lawyer","Liberal Party of Canada","Defeated",6843
"Alberta",2000-11-27,"General","37","Calgary East","Richard, Roger","Richard","Roger",NA,"Man","Business owner","Progressive Conservative Party","Defeated",5510
"Alberta",2000-11-27,"General","37","Calgary East","Jones, Kaie","Jones","Kaie",NA,"Woman","Retail clerk","New Democratic Party","Defeated",1444
"Alberta",2000-11-27,"General","37","Calgary East","Krieger, Grant Adam","Krieger","Grant","Adam","Man","Apprentice millwright","Marijuana Party","Defeated",1222
"Alberta",2000-11-27,"General","37","Calgary East","Devine, Jason","Devine","Jason",NA,"Man","Stockman","Communist Party of Canada","Defeated",152
"Alberta",2000-11-27,"General","37","Calgary East","Varma, Neeraj","Varma","Neeraj",NA,"Man","Financial advisor","Natural Law Party of Canada","Defeated",124
"Alberta",2000-11-27,"General","37","Calgary Northeast","Hanger, Art","Hanger","Art",NA,"Man","Retired police officer","Canadian Reform Conservative Alliance","Elected",28242
"Alberta",2000-11-27,"General","37","Calgary Northeast","Keshavjee, Sam","Keshavjee","Sam",NA,"Man","Businessman","Liberal Party of Canada","Defeated",9841
"Alberta",2000-11-27,"General","37","Calgary Northeast","Vague, Jerry","Vague","Jerry",NA,"Man","Network systems engineer","Progressive Conservative Party","Defeated",5222
"Alberta",2000-11-27,"General","37","Calgary Northeast","Sahil, H. Ken","Sahil","H.","Ken","Man","Civil engineering","New Democratic Party","Defeated",1852
"Alberta",2000-11-27,"General","37","Calgary Southeast","Kenney, Jason","Kenney","Jason",NA,"Man","Parliamentarian","Canadian Reform Conservative Alliance","Elected",34492
"Alberta",2000-11-27,"General","37","Calgary Southeast","Clark, Ray","Clark","Ray",NA,"Man","Consultant","Progressive Conservative Party","Defeated",11353
"Alberta",2000-11-27,"General","37","Calgary Southeast","Peace, Dana","Peace","Dana",NA,"Woman","Family support counsellor","Liberal Party of Canada","Defeated",6646
