"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Manitoba",1908-10-26,"General","11","Selkirk","Jackson, Samuel Jacob","Jackson","Samuel","Jacob","Man","Farmer","Liberal Party of Canada","Defeated",2776
"Manitoba",1908-10-26,"General","11","Souris","Schaffner, Frederick Laurence","Schaffner","Frederick","Laurence","Man","Physician","Conservative (1867-1942)","Elected",3310
"Manitoba",1908-10-26,"General","11","Souris","Damerla, Dipika","Damerla","Dipika",NA,"Man",NA,"Liberal Party of Canada","Defeated",2429
"Manitoba",1908-10-26,"General","11","Winnipeg","Haggart, Alexander","Haggart","Alexander",NA,"Man","Lawyer","Conservative (1867-1942)","Elected",8747
"Manitoba",1908-10-26,"General","11","Winnipeg","Cameron, Douglas C.","Cameron","Douglas","C.","Man",NA,"Liberal Party of Canada","Defeated",6729
"Manitoba",1908-10-26,"General","11","Winnipeg","Houston, John Donald","Houston","John","Donald","Man",NA,"Socialist","Defeated",1977
"New Brunswick",1908-10-26,"General","11","Carleton","Carvell, Frank Broadstreet","Carvell","Frank","Broadstreet","Man","Lawyer","Liberal Party of Canada","Elected",2635
"New Brunswick",1908-10-26,"General","11","Carleton","Smith, Benjamin Franklin","Smith","Benjamin","Franklin","Man",NA,"Conservative (1867-1942)","Defeated",2484
"New Brunswick",1908-10-26,"General","11","Charlotte","Todd, William Frederick","Todd","William","Frederick","Man","Wholesale food merchant","Liberal Party of Canada","Elected",2691
"New Brunswick",1908-10-26,"General","11","Charlotte","Ganong, Gilbert White","Ganong","Gilbert","White","Man","Teacher","Conservative (1867-1942)","Defeated",2491
"New Brunswick",1908-10-26,"General","11","Gloucester","Turgeon, Onésiphore","Turgeon","Onésiphore",NA,"Man",NA,"Liberal Party of Canada","Elected",2581
"New Brunswick",1908-10-26,"General","11","Gloucester","Burns, Theobald M.","Burns","Theobald","M.","Man",NA,"Conservative (1867-1942)","Defeated",2094
"New Brunswick",1908-10-26,"General","11","Kent","LeBlanc, Olivier J.","LeBlanc","Olivier","J.","Man","Farmer","Liberal Party of Canada","Elected",2580
"New Brunswick",1908-10-26,"General","11","Kent","Robidoux, Ferdinand Joseph","Robidoux","Ferdinand","Joseph","Man","Lawyer","Conservative (1867-1942)","Defeated",1860
"New Brunswick",1908-10-26,"General","11","King's and Albert","McAlister, Duncan Hamilton","McAlister","Duncan","Hamilton","Man","Physician","Liberal Party of Canada","Elected",3573
"New Brunswick",1908-10-26,"General","11","King's and Albert","Fowler, George William","Fowler","George","William","Man","Lawyer","Conservative (1867-1942)","Defeated",3219
"New Brunswick",1908-10-26,"General","11","Northumberland","Loggie, William Stewart","Loggie","William","Stewart","Man","Merchant","Liberal Party of Canada","Elected",3223
"New Brunswick",1908-10-26,"General","11","Northumberland","Morrison, Donald","Morrison","Donald",NA,"Man",NA,"Conservative (1867-1942)","Defeated",2242
"New Brunswick",1908-10-26,"General","11","Restigouche","Reid, James","Reid","James",NA,"Man","General merchant","Liberal Party of Canada","Elected",1256
"New Brunswick",1908-10-26,"General","11","Restigouche","Mott, William Albert","Mott","William","Albert","Man",NA,"Conservative (1867-1942)","Defeated",1123
"New Brunswick",1908-10-26,"General","11","St. John (City and County of)","Pugsley, William","Pugsley","William",NA,"Man","Lawyer","Liberal Party of Canada","Elected",5582
"New Brunswick",1908-10-26,"General","11","St. John (City and County of)","Macrae, Alexander William","Macrae","Alexander","William","Man","Physician","Conservative (1867-1942)","Defeated",5086
"New Brunswick",1908-10-26,"General","11","St. John (City of )","Daniel, John Waterhouse","Daniel","John","Waterhouse","Man","Physician","Conservative (1867-1942)","Elected",4394
"New Brunswick",1908-10-26,"General","11","St. John (City of )","Pender, James","Pender","James",NA,"Man",NA,"Liberal Party of Canada","Defeated",4202
"New Brunswick",1908-10-26,"General","11","Sunbury--Queen's","McLean, Hugh Havelock","McLean","Hugh","Havelock","Man","Lawyer","Liberal Party of Canada","Elected",1951
"New Brunswick",1908-10-26,"General","11","Sunbury--Queen's","Wilmot, Robert Duncan","Wilmot","Robert","Duncan","Man","Businessman","Conservative (1867-1942)","Defeated",1899
"New Brunswick",1908-10-26,"General","11","Victoria","Michaud, Pius","Michaud","Pius",NA,"Man","Lawyer","Liberal Party of Canada","Elected",2611
"New Brunswick",1908-10-26,"General","11","Victoria","Kirkpatrick, Clarence A.","Kirkpatrick","Clarence","A.","Man",NA,"Conservative (1867-1942)","Defeated",728
"New Brunswick",1908-10-26,"General","11","Westmorland","Emmerson, Henry Robert","Emmerson","Henry","Robert","Man","Lawyer","Liberal Party of Canada","Elected",5047
"New Brunswick",1908-10-26,"General","11","Westmorland","Sumner, Frederick William","Sumner","Frederick","William","Man",NA,"Conservative (1867-1942)","Defeated",3662
"New Brunswick",1908-10-26,"General","11","York","Crocket, Oswald Smith","Crocket","Oswald","Smith","Man","Journalist","Conservative (1867-1942)","Elected",3653
"New Brunswick",1908-10-26,"General","11","York","Brown, Nelson W.","Brown","Nelson","W.","Man",NA,"Liberal Party of Canada","Defeated",2784
"Nova Scotia",1908-10-26,"General","11","Annapolis","Pickup, Samuel Walter Willet","Pickup","Samuel","Walter Willet","Man","Merchant","Liberal Party of Canada","Elected",2121
"Nova Scotia",1908-10-26,"General","11","Annapolis","Corbitt, George E.","Corbitt","George","E.","Man",NA,"Conservative (1867-1942)","Defeated",1910
"Nova Scotia",1908-10-26,"General","11","Antigonish","Chisholm, William","Chisholm","William",NA,"Man","Lawyer","Liberal Party of Canada","Elected",1291
"Nova Scotia",1908-10-26,"General","11","Antigonish","Girroir, Edward Lavin","Girroir","Edward","Lavin","Man",NA,"Conservative (1867-1942)","Defeated",1271
"Nova Scotia",1908-10-26,"General","11","Cape Breton South","Maddin, James William","Maddin","James","William","Man","Lawyer","Liberal-Conservative","Elected",5048
"Nova Scotia",1908-10-26,"General","11","Cape Breton South","Johnston, Alexander","Johnston","Alexander",NA,"Man","Journalist","Liberal Party of Canada","Defeated",4823
"Nova Scotia",1908-10-26,"General","11","Colchester","Stanfield, John","Stanfield","John",NA,"Man","Manufacturer","Conservative (1867-1942)","Elected",2736
"Nova Scotia",1908-10-26,"General","11","Colchester","Hill, Charles","Hill","Charles",NA,"Man",NA,"Liberal Party of Canada","Defeated",2621
"Nova Scotia",1908-10-26,"General","11","Cumberland","Rhodes, Edgar Nelson","Rhodes","Edgar","Nelson","Man","Lawyer","Conservative (1867-1942)","Elected",4800
"Nova Scotia",1908-10-26,"General","11","Cumberland","Ralston, James Layton","Ralston","James","Layton","Man",NA,"Liberal Party of Canada","Defeated",4310
"Nova Scotia",1908-10-26,"General","11","Digby","Jameson, Clarence","Jameson","Clarence",NA,"Man","Town clerk","Conservative (1867-1942)","Elected",1771
"Nova Scotia",1908-10-26,"General","11","Digby","Copp, Albert James Smith","Copp","Albert","James Smith","Man","Lawyer","Liberal Party of Canada","Defeated",1640
"Nova Scotia",1908-10-26,"General","11","Guysborough","Sinclair, John Howard","Sinclair","John","Howard","Man","Lawyer","Liberal Party of Canada","Elected",2001
"Nova Scotia",1908-10-26,"General","11","Guysborough","Rowlings, George A.R.","Rowlings","George","A.R.","Man",NA,"Conservative (1867-1942)","Defeated",1796
"Nova Scotia",1908-10-26,"General","11","Halifax","Borden, Robert Laird","Borden","Robert","Laird","Man","Lawyer","Conservative (1867-1942)","Elected",7386
"Nova Scotia",1908-10-26,"General","11","Halifax","Crosby, Adam Brown","Crosby","Adam","Brown","Man","Exporter and merchant","Conservative (1867-1942)","Elected",7115
"Nova Scotia",1908-10-26,"General","11","Halifax","Roche, William","Roche","William",NA,"Man","Coal merchant","Liberal Party of Canada","Defeated",6635
"Nova Scotia",1908-10-26,"General","11","Halifax","Carney, Michael","Carney","Michael",NA,"Man","Businessman","Liberal Party of Canada","Defeated",6423
"Nova Scotia",1908-10-26,"General","11","Hants","Black, Judson Burpee","Black","Judson","Burpee","Man","Physician","Liberal Party of Canada","Elected",2141
"Nova Scotia",1908-10-26,"General","11","Hants","Hanright, Frederick W.","Hanright","Frederick","W.","Man",NA,"Conservative (1867-1942)","Defeated",2008
"Nova Scotia",1908-10-26,"General","11","Inverness","Chisholm, Alexander William","Chisholm","Alexander","William","Man","Physician","Liberal Party of Canada","Elected",3381
"Nova Scotia",1908-10-26,"General","11","Inverness","Mcleod, Roderick C.","Mcleod","Roderick","C.","Man","Physician","Conservative (1867-1942)","Defeated",1837
"Nova Scotia",1908-10-26,"General","11","Kings","Borden, Frederick William","Borden","Frederick","William","Man","Physician","Liberal Party of Canada","Elected",2482
"Nova Scotia",1908-10-26,"General","11","Kings","Eaton, Nathan Woodworth","Eaton","Nathan","Woodworth","Man",NA,"Conservative (1867-1942)","Defeated",1991
"Nova Scotia",1908-10-26,"General","11","Lunenburg","Maclean, Alexander Kenneth","Maclean","Alexander","Kenneth","Man","Lawyer","Liberal Party of Canada","Elected",3533
"Nova Scotia",1908-10-26,"General","11","Lunenburg","Marshall, Carmon Smith","Marshall","Carmon","Smith","Man",NA,"Conservative (1867-1942)","Defeated",3332
"Nova Scotia",1908-10-26,"General","11","North Cape Breton and Victoria","McKenzie, Daniel Duncan","McKenzie","Daniel","Duncan","Man","Lawyer","Liberal Party of Canada","Elected",2849
"Nova Scotia",1908-10-26,"General","11","North Cape Breton and Victoria","McCormick, John","McCormick","John",NA,"Man","Merchant","Conservative (1867-1942)","Defeated",2832
"Nova Scotia",1908-10-26,"General","11","Pictou","Macdonald, Edward Mortimer","Macdonald","Edward","Mortimer","Man","Lawyer","Liberal Party of Canada","Elected",4336
"Nova Scotia",1908-10-26,"General","11","Pictou","Tanner, Charles Elliott","Tanner","Charles","Elliott","Man",NA,"Conservative (1867-1942)","Defeated",4037
"Nova Scotia",1908-10-26,"General","11","Richmond","Kyte, George William","Kyte","George","William","Man","Lawyer","Liberal Party of Canada","Elected",1279
"Nova Scotia",1908-10-26,"General","11","Richmond","Ferguson, Roderick","Ferguson","Roderick",NA,"Man",NA,"Conservative (1867-1942)","Defeated",1039
"Nova Scotia",1908-10-26,"General","11","Shelburne and Queen's","Fielding, William Stevens","Fielding","William","Stevens","Man","Journalist","Liberal Party of Canada","Elected",2487
"Nova Scotia",1908-10-26,"General","11","Shelburne and Queen's","Morine, Alfred Bishop","Morine","Alfred","Bishop","Man",NA,"Conservative (1867-1942)","Defeated",2145
"Nova Scotia",1908-10-26,"General","11","Yarmouth","Law, Bowman Brown","Law","Bowman","Brown","Man","Merchant","Liberal Party of Canada","Elected",2285
"Nova Scotia",1908-10-26,"General","11","Yarmouth","Williamson, Samuel William","Williamson","Samuel","William","Man",NA,"Conservative (1867-1942)","Defeated",1446
"Ontario",1908-10-26,"General","11","Algoma East","Smyth, William Ross","Smyth","William","Ross","Man","Merchant and lumberman","Conservative (1867-1942)","Elected",2849
"Ontario",1908-10-26,"General","11","Algoma East","Dyment, Albert Edward","Dyment","Albert","Edward","Man","Lumber manufacturer","Liberal Party of Canada","Defeated",2808
"Ontario",1908-10-26,"General","11","Algoma West","Boyce, Arthur Cyril","Boyce","Arthur","Cyril","Man","Lawyer","Conservative (1867-1942)","Elected",2079
"Ontario",1908-10-26,"General","11","Algoma West","Gibson, Robert James","Gibson","Robert","James","Man",NA,"Liberal Party of Canada","Defeated",1870
"Ontario",1908-10-26,"General","11","Brant","Paterson, William","Paterson","William",NA,"Man","Confectionery manufacturer","Liberal Party of Canada","Elected",1799
"Ontario",1908-10-26,"General","11","Brant","Noonan, John Patrick","Noonan","John","Patrick","Man",NA,"Conservative (1867-1942)","Defeated",1554
"Ontario",1908-10-26,"General","11","Brantford","Harris, Lloyd","Harris","Lloyd",NA,"Man","Businessman","Liberal Party of Canada","Elected",2832
"Ontario",1908-10-26,"General","11","Brantford","Cockshutt, William Foster","Cockshutt","William","Foster","Man","Manufacturer","Conservative (1867-1942)","Defeated",2627
"Ontario",1908-10-26,"General","11","Brockville","Graham, George Perry","Graham","George","Perry","Man","Newspaperman","Liberal Party of Canada","Elected",2144
"Ontario",1908-10-26,"General","11","Brockville","Webster, John","Webster","John",NA,"Man","Produce merchant","Conservative (1867-1942)","Defeated",2000
"Ontario",1908-10-26,"General","11","Bruce North","Tolmie, John","Tolmie","John",NA,"Man","Salt manufacturer","Liberal Party of Canada","Elected",2774
"Ontario",1908-10-26,"General","11","Bruce North","Mcneil, Alexander","Mcneil","Alexander",NA,"Man","Lawyer","Liberal-Conservative","Defeated",2435
"Ontario",1908-10-26,"General","11","Bruce South","Donnelly, James J.","Donnelly","James","J.","Man","Company president","Conservative (1867-1942)","Elected",3005
"Ontario",1908-10-26,"General","11","Bruce South","McKenzie, Peter H.","McKenzie","Peter","H.","Man","Farmer","Liberal Party of Canada","Defeated",2812
"Ontario",1908-10-26,"General","11","Carleton","Borden, Robert Laird","Borden","Robert","Laird","Man","Lawyer","Conservative (1867-1942)","Elected",2667
"Ontario",1908-10-26,"General","11","Carleton","Caldwell, James Ernest","Caldwell","James","Ernest","Man",NA,"Liberal Party of Canada","Defeated",1297
"Ontario",1908-10-26,"General","11","Dufferin","Barr, John","Barr","John",NA,"Man","Physician","Conservative (1867-1942)","Elected",2240
"Ontario",1908-10-26,"General","11","Dufferin","Fish, Jasper Noble","Fish","Jasper","Noble","Man",NA,"Liberal Party of Canada","Defeated",797
"Ontario",1908-10-26,"General","11","Dundas","Broder, Andrew","Broder","Andrew",NA,"Man","Farmer","Conservative (1867-1942)","Elected",2308
"Ontario",1908-10-26,"General","11","Dundas","Lawson, Wesley Byron","Lawson","Wesley","Byron","Man",NA,"Liberal Party of Canada","Defeated",1848
"Ontario",1908-10-26,"General","11","Durham","Thornton, Charles Jonas","Thornton","Charles","Jonas","Man","Farmer","Conservative (1867-1942)","Elected",3387
"Ontario",1908-10-26,"General","11","Durham","Simpson, David Burke","Simpson","David","Burke","Man",NA,"Liberal Party of Canada","Defeated",2764
"Ontario",1908-10-26,"General","11","Elgin East","Marshall, David","Marshall","David",NA,"Man","Businessman","Conservative (1867-1942)","Elected",2263
"Ontario",1908-10-26,"General","11","Elgin East","Rutherford, Walter W.","Rutherford","Walter","W.","Man",NA,"Liberal Party of Canada","Defeated",2016
"Ontario",1908-10-26,"General","11","Elgin West","Crothers, Thomas Wilson","Crothers","Thomas","Wilson","Man","Lawyer","Conservative (1867-1942)","Elected",3259
"Ontario",1908-10-26,"General","11","Elgin West","Tolmie, William","Tolmie","William",NA,"Man",NA,"Liberal Party of Canada","Defeated",2741
"Ontario",1908-10-26,"General","11","Essex North","Sutherland, Robert Franklin","Sutherland","Robert","Franklin","Man","Lawyer","Liberal Party of Canada","Elected",3277
"Ontario",1908-10-26,"General","11","Essex North","Fleming, Oscar Ernest","Fleming","Oscar","Ernest","Man",NA,"Conservative (1867-1942)","Defeated",2726
"Ontario",1908-10-26,"General","11","Essex South","Clarke, Alfred Henry","Clarke","Alfred","Henry","Man","Lawyer","Liberal Party of Canada","Elected",3334
"Ontario",1908-10-26,"General","11","Essex South","Wigle, Darius","Wigle","Darius",NA,"Man","Farmer","Conservative (1867-1942)","Defeated",2611
"Ontario",1908-10-26,"General","11","Frontenac","Edwards, John Wesley","Edwards","John","Wesley","Man","Physician","Conservative (1867-1942)","Elected",2184
"Ontario",1908-10-26,"General","11","Frontenac","Avery, Melzar","Avery","Melzar",NA,"Man","Lumber merchant","Independent Conservative","Defeated",1772
"Ontario",1908-10-26,"General","11","Glengarry","McMillan, John Angus","McMillan","John","Angus","Man","Furniture merchant","Liberal Party of Canada","Elected",2279
"Ontario",1908-10-26,"General","11","Glengarry","Mcgregor, John F.","Mcgregor","John","F.","Man",NA,"Conservative (1867-1942)","Defeated",1958
"Ontario",1908-10-26,"General","11","Grenville","Reid, John Dowsley","Reid","John","Dowsley","Man","Physician","Conservative (1867-1942)","Elected",2380
"Ontario",1908-10-26,"General","11","Grenville","Martin, Samuel John","Martin","Samuel","John","Man",NA,"Liberal Party of Canada","Defeated",1745
"Ontario",1908-10-26,"General","11","Grey East","Sproule, Thomas Simpson","Sproule","Thomas","Simpson","Man","Physician","Conservative (1867-1942)","Elected",2396
"Ontario",1908-10-26,"General","11","Grey East","Raymond, Elzear","Raymond","Elzear",NA,"Man",NA,"Liberal Party of Canada","Defeated",1260
"Ontario",1908-10-26,"General","11","Grey North","Middlebro, William Sora","Middlebro","William","Sora","Man","Lawyer","Conservative (1867-1942)","Elected",2923
"Ontario",1908-10-26,"General","11","Grey North","Telford, William Pattison","Telford","William","Pattison","Man","Banker","Liberal Party of Canada","Defeated",2777
"Ontario",1908-10-26,"General","11","Grey South","Miller, Henry Horton","Miller","Henry","Horton","Man","Real estate agent","Liberal Party of Canada","Elected",2267
"Ontario",1908-10-26,"General","11","Grey South","Ball, Robert James","Ball","Robert","James","Man","School teacher","Conservative (1867-1942)","Defeated",2180
"Ontario",1908-10-26,"General","11","Haldimand","Lalor, Francis Ramsey","Lalor","Francis","Ramsey","Man","Merchant","Conservative (1867-1942)","Elected",2644
"Ontario",1908-10-26,"General","11","Haldimand","Miller, Robert Francis","Miller","Robert","Francis","Man",NA,"Liberal Party of Canada","Defeated",2398
"Ontario",1908-10-26,"General","11","Halton","Henderson, David","Henderson","David",NA,"Man","Merchant","Conservative (1867-1942)","Elected",2417
"Ontario",1908-10-26,"General","11","Halton","Harrison, William Spencer","Harrison","William","Spencer","Man","Physician","Liberal Party of Canada","Defeated",2205
"Ontario",1908-10-26,"General","11","Hamilton East","Barker, Samuel","Barker","Samuel",NA,"Man","Lawyer","Conservative (1867-1942)","Elected",2968
"Ontario",1908-10-26,"General","11","Hamilton East","Eastwood, John Morrison","Eastwood","John","Morrison","Man",NA,"Liberal Party of Canada","Defeated",1876
"Ontario",1908-10-26,"General","11","Hamilton East","Landers, Samuel","Landers","Samuel",NA,"Man",NA,"Labour","Defeated",1320
"Ontario",1908-10-26,"General","11","Hamilton West","Stewart, Thomas Joseph","Stewart","Thomas","Joseph","Man","Businessman","Conservative (1867-1942)","Elected",3363
"Ontario",1908-10-26,"General","11","Hamilton West","Zimmerman, Adam","Zimmerman","Adam",NA,"Man","Merchant","Liberal Party of Canada","Defeated",2969
"Ontario",1908-10-26,"General","11","Hastings East","Northrup, William Barton","Northrup","William","Barton","Man","Lawyer","Conservative (1867-1942)","Elected",2864
"Ontario",1908-10-26,"General","11","Hastings East","Mccargar, John K.","Mccargar","John","K.","Man",NA,"Liberal Party of Canada","Defeated",1519
"Ontario",1908-10-26,"General","11","Hastings West","Porter, Edward Guss","Porter","Edward","Guss","Man","Barrister","Conservative (1867-1942)","Elected",3360
"Ontario",1908-10-26,"General","11","Hastings West","Funnell, Jesse","Funnell","Jesse",NA,"Man",NA,"Liberal Party of Canada","Defeated",2199
"Ontario",1908-10-26,"General","11","Huron East","Chisholm, Thomas","Chisholm","Thomas",NA,"Man","Physician","Conservative (1867-1942)","Elected",2177
"Ontario",1908-10-26,"General","11","Huron East","Hislop, Archibald","Hislop","Archibald",NA,"Man",NA,"Liberal Party of Canada","Defeated",2094
"Ontario",1908-10-26,"General","11","Huron South","McLean, Murdo Young","McLean","Murdo","Young","Man","Journalist","Liberal Party of Canada","Elected",2586
"Ontario",1908-10-26,"General","11","Huron South","Sherritt, John","Sherritt","John",NA,"Man",NA,"Conservative (1867-1942)","Defeated",2432
"Ontario",1908-10-26,"General","11","Huron West","Lewis, Edward Norman","Lewis","Edward","Norman","Man","Lawyer","Conservative (1867-1942)","Elected",2137
"Ontario",1908-10-26,"General","11","Huron West","Holmes, Robert","Holmes","Robert",NA,"Man","Printer and publisher","Liberal Party of Canada","Defeated",2075
"Ontario",1908-10-26,"General","11","Kent East","Gordon, David Alexander","Gordon","David","Alexander","Man","Manufacturer","Liberal Party of Canada","Elected",2895
"Ontario",1908-10-26,"General","11","Kent East","Stewart, Samuel","Stewart","Samuel",NA,"Man","Physician","Conservative (1867-1942)","Defeated",2403
"Ontario",1908-10-26,"General","11","Kent West","McCoig, Archibald Blake","McCoig","Archibald","Blake","Man","Farmer","Liberal Party of Canada","Elected",3782
