"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1911-09-21,"General","12","Calgary","Bennett, Richard Bedford","Bennett","Richard","Bedford","Man","Lawyer","Conservative (1867-1942)","Elected",7671
"Alberta",1911-09-21,"General","12","Calgary","VAN WART, Isaac Stephen Gerow","VAN WART","Isaac","Stephen Gerow","Man","n/a","Liberal Party of Canada","Defeated",4805
"Alberta",1911-09-21,"General","12","Calgary","Masters, Arthur","Masters","Arthur",NA,"Man","n/a","Unknown","Defeated",716
"Alberta",1911-09-21,"General","12","Edmonton","Oliver, Frank","Oliver","Frank",NA,"Man","Publisher","Liberal Party of Canada","Elected",7070
"Alberta",1911-09-21,"General","12","Edmonton","Griesbach, William Antrobus","Griesbach","William","Antrobus","Man",NA,"Conservative (1867-1942)","Defeated",4832
"Alberta",1911-09-21,"General","12","Edmonton","Farmilo, Alfred","Farmilo","Alfred",NA,"Man",NA,"Independent","Defeated",555
"Alberta",1911-09-21,"General","12","Macleod","Warnock, David","Warnock","David",NA,"Man","Veterinary surgeon","Liberal Party of Canada","Elected",3660
"Alberta",1911-09-21,"General","12","Macleod","Herron, John","Herron","John",NA,"Man","Rancher","Liberal-Conservative","Defeated",2841
"Alberta",1911-09-21,"General","12","Macleod","Fulcher, Edmund","Fulcher","Edmund",NA,"Man",NA,"Independent","Defeated",902
"Alberta",1911-09-21,"General","12","Medicine Hat","Buchanan, William Ashbury","Buchanan","William","Ashbury","Man","Journalist","Liberal Party of Canada","Elected",6330
"Alberta",1911-09-21,"General","12","Medicine Hat","Magrath, Charles Alexander","Magrath","Charles","Alexander","Man","Surveyor","Conservative (1867-1942)","Defeated",4875
"Alberta",1911-09-21,"General","12","Red Deer","Clark, Michael","Clark","Michael",NA,"Man","Physician","Liberal Party of Canada","Elected",6711
"Alberta",1911-09-21,"General","12","Red Deer","Mcgillivray, Alexander Andrew","Mcgillivray","Alexander","Andrew","Man",NA,"Conservative (1867-1942)","Defeated",3882
"Alberta",1911-09-21,"General","12","Strathcona","Douglas, James McCrie","Douglas","James","McCrie","Man","Businessman","Liberal Party of Canada","Elected",5396
"Alberta",1911-09-21,"General","12","Strathcona","Campbell, George Benjamin","Campbell","George","Benjamin","Man",NA,"Conservative (1867-1942)","Defeated",2872
"Alberta",1911-09-21,"General","12","Victoria","White, William Henry","White","William","Henry","Man","Farmer","Liberal Party of Canada","Elected",3225
"Alberta",1911-09-21,"General","12","Victoria","Morrison, Frederick Augustus","Morrison","Frederick","Augustus","Man",NA,"Conservative (1867-1942)","Defeated",2702
"Alberta",1911-09-21,"General","12","Victoria","Jackman, William James","Jackman","William","James","Man",NA,"Independent","Defeated",719
"British Columbia",1911-09-21,"General","12","Comox--Atlin","Clements, Herbert Sylvester","Clements","Herbert","Sylvester","Man","Estate agent","Conservative (1867-1942)","Elected",1810
"British Columbia",1911-09-21,"General","12","Comox--Atlin","Ross, Duncan","Ross","Duncan",NA,"Man",NA,"Liberal Party of Canada","Defeated",1622
"British Columbia",1911-09-21,"General","12","Kootenay","Goodeve, Arthur Samuel","Goodeve","Arthur","Samuel","Man","Pharmacist","Conservative (1867-1942)","Elected",4113
"British Columbia",1911-09-21,"General","12","Kootenay","King, James Horace","King","James","Horace","Man",NA,"Liberal Party of Canada","Defeated",3039
"British Columbia",1911-09-21,"General","12","Nanaimo","Shepherd, Francis Henry","Shepherd","Francis","Henry","Man","Engineer","Conservative (1867-1942)","Elected",2438
"British Columbia",1911-09-21,"General","12","Nanaimo","Smith, Ralph","Smith","Ralph",NA,"Man","Miner","Liberal Party of Canada","Defeated",1750
"British Columbia",1911-09-21,"General","12","New Westminster","Taylor, James Davis","Taylor","James","Davis","Man","Reporter","Conservative (1867-1942)","Elected",3542
