"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",2004-06-28,"General","38","Athabasca","Jean, Brian","Jean","Brian",NA,"Man","Lawyer","Conservative Party of Canada","Elected",17942
"Alberta",2004-06-28,"General","38","Athabasca","Faulkner, Doug","Faulkner","Doug",NA,"Man","Chief elected officer","Liberal Party of Canada","Defeated",7158
"Alberta",2004-06-28,"General","38","Athabasca","Cree, Robert","Cree","Robert",NA,"Man","Self-employed","New Democratic Party","Defeated",3115
"Alberta",2004-06-28,"General","38","Athabasca","Hopfe, Ian","Hopfe","Ian",NA,"Man","Computer technician","Green Party of Canada","Defeated",1542
"Alberta",2004-06-28,"General","38","Calgary East","Obhrai, Deepak","Obhrai","Deepak",NA,"Man","Parliamentarian","Conservative Party of Canada","Elected",21897
"Alberta",2004-06-28,"General","38","Calgary East","Maxim, James","Maxim","James",NA,"Man","Business person","Liberal Party of Canada","Defeated",7621
"Alberta",2004-06-28,"General","38","Calgary East","Thomas, Elizabeth","Thomas","Elizabeth",NA,"Woman","Retired","New Democratic Party","Defeated",3535
"Alberta",2004-06-28,"General","38","Calgary East","Christie, Dean Kenneth","Christie","Dean","Kenneth","Man","Mutual fund salesperson","Green Party of Canada","Defeated",2529
"Alberta",2004-06-28,"General","38","Calgary East","Devine, Jason Corey","Devine","Jason","Corey","Man","Labourer","Communist Party of Canada","Defeated",245
"Alberta",2004-06-28,"General","38","Calgary North Centre","Prentice, Peter Eric James (Jim)","Prentice","Peter","Eric James (Jim)","Man","Lawyer","Conservative Party of Canada","Elected",28143
"Alberta",2004-06-28,"General","38","Calgary North Centre","McClusky, Cathy","McClusky","Cathy",NA,"Woman","Geologist","Liberal Party of Canada","Defeated",11093
"Alberta",2004-06-28,"General","38","Calgary North Centre","Chan, John","Chan","John",NA,"Man","Environmental inspector","New Democratic Party","Defeated",6298
"Alberta",2004-06-28,"General","38","Calgary North Centre","MacGillivray, Mark","MacGillivray","Mark",NA,"Man","Analyst","Green Party of Canada","Defeated",5840
"Alberta",2004-06-28,"General","38","Calgary North Centre","Falconar, Michael","Falconar","Michael",NA,"Man","Teacher","Independent","Defeated",380
"Alberta",2004-06-28,"General","38","Calgary North Centre","Askin, Margaret Peggy","Askin","Margaret","Peggy","Woman","Union representative","Marxist-Leninist Party of Canada","Defeated",184
"Alberta",2004-06-28,"General","38","Calgary Northeast","Hanger, Art","Hanger","Art",NA,"Man","Parliamentarian","Conservative Party of Canada","Elected",21924
"Alberta",2004-06-28,"General","38","Calgary Northeast","Muti, Dale","Muti","Dale",NA,"Man","Real estate associate broker","Liberal Party of Canada","Defeated",8672
"Alberta",2004-06-28,"General","38","Calgary Northeast","Cattabeni, Giorgio","Cattabeni","Giorgio",NA,"Man","General utility clerk","New Democratic Party","Defeated",2682
"Alberta",2004-06-28,"General","38","Calgary Northeast","DuFord, Morgan","DuFord","Morgan",NA,"Woman","Student/bookkeeper","Green Party of Canada","Defeated",1658
"Alberta",2004-06-28,"General","38","Calgary Northeast","Garland, Steve","Garland","Steve",NA,"Man","Information technology professional","Canadian Action Party","Defeated",291
"Alberta",2004-06-28,"General","38","Calgary South Centre","Richardson, Lee","Richardson","Lee",NA,"Man","Business person","Conservative Party of Canada","Elected",26192
"Alberta",2004-06-28,"General","38","Calgary South Centre","Turnbull, Julia","Turnbull","Julia",NA,"Woman","Lawyer","Liberal Party of Canada","Defeated",15305
"Alberta",2004-06-28,"General","38","Calgary South Centre","Liesemer, Phillip K.","Liesemer","Phillip","K.","Man","Front of house manager/arts administrator","Green Party of Canada","Defeated",5080
"Alberta",2004-06-28,"General","38","Calgary South Centre","Purdy, Keith","Purdy","Keith",NA,"Man","Labourer","New Democratic Party","Defeated",4350
"Alberta",2004-06-28,"General","38","Calgary South Centre","Grover, Trevor","Grover","Trevor",NA,"Man","Instructor","Canadian Action Party","Defeated",274
"Alberta",2004-06-28,"General","38","Calgary Southeast","Kenney, Jason","Kenney","Jason",NA,"Man","Parliamentarian","Conservative Party of Canada","Elected",36843
